nohup: ignoring input
[2025-07-11 13:44:56] INFO: Starting pipeline (test=False, size=10)
[2025-07-11 13:45:08] INFO: [utt_011262] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011263] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011264] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011265] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011266] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011267] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011268] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011269] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011270] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011271] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011272] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011273] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011274] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011275] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011276] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011277] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011278] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011279] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011280] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011281] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011282] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011283] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011284] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011285] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011286] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011287] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011288] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011289] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011290] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011291] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011292] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011293] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011294] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011295] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011296] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011297] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011298] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011299] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011300] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011301] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011302] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011303] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011304] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011305] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011306] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011307] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011308] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011309] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011310] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011311] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011312] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011313] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011314] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011315] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011316] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011317] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011318] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011319] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011320] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011321] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011322] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011323] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011324] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011325] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011326] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011327] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011328] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011329] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011330] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011331] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011332] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011333] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011334] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011335] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011336] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011337] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011338] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011339] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011340] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011341] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011342] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011343] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011344] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011345] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011346] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011347] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011348] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011349] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011350] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011351] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011352] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011353] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011354] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011355] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011356] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011357] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011358] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011359] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011360] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011361] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011362] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011363] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011364] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011365] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011366] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011367] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011368] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011369] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011370] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011371] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011372] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011373] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011374] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011375] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011376] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011377] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011378] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011379] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011380] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011381] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011382] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011383] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011384] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011385] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011386] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011387] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011388] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011389] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011390] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011391] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011392] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011393] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011394] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011395] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011396] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011397] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011398] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011399] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011400] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011401] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011402] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011403] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011404] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011405] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011406] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011407] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011408] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011409] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011410] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011411] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011412] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011413] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011414] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011415] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011416] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011417] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011418] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011419] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011420] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011421] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011422] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011423] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011424] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011425] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011426] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011427] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011428] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011429] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011430] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011431] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011432] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011433] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011434] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011435] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011436] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011437] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011438] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011439] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011440] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011441] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011442] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011443] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011444] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011445] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011446] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011447] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011448] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011449] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011450] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011451] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011452] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011453] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011454] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011455] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011456] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011457] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011458] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011459] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011460] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011461] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011462] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011463] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011464] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011465] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011466] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011467] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011468] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011469] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011470] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011471] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011472] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011473] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011474] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011475] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011476] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011477] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011478] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011479] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011480] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011481] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011482] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011483] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011484] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011485] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011486] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011487] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011488] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011489] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011490] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011491] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011492] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011493] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011494] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011495] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011496] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011497] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011498] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011499] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011500] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011501] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011502] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011503] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011504] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011505] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011506] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011507] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011508] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011509] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011510] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011511] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011512] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011513] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011514] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011515] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011516] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011517] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011518] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011519] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011520] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011521] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011522] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011523] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011524] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011525] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011526] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011527] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011528] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011529] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011530] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011531] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011532] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011533] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011534] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011535] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011536] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011537] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011538] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011539] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011540] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011541] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011542] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011543] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011544] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011545] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011546] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011547] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011548] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011549] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011550] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011551] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011552] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011553] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011554] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011555] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011556] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011557] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011558] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011559] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011560] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011561] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011562] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011563] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011564] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011565] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011566] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011567] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011568] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011569] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011570] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011571] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011572] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011573] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011574] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011575] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011576] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011577] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011578] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011579] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011580] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011581] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011582] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011583] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011584] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011585] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011586] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011587] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011588] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011589] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011590] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011591] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011592] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011593] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011594] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011595] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011596] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011597] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011598] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011599] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011600] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011601] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011602] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011603] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011604] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011605] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011606] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011607] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011608] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011609] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011610] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011611] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011612] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011613] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011614] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011615] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011616] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011617] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011618] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011619] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011620] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011621] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011622] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011623] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011624] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011625] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011626] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011627] Cached WAV found, skipping save
[2025-07-11 13:45:08] INFO: [utt_011628] Cached WAV found, skipping save
