[2025-07-11 10:26:27] INFO: Starting pipeline (test=True, size=20)
[2025-07-11 10:26:38] INFO: [utt_010265] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010266] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010267] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010268] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010269] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010270] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010271] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010272] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010273] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010274] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010275] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010276] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010277] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010278] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010279] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010280] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010281] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010282] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010283] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010284] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010285] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010286] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010287] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010288] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010289] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010290] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010291] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010292] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010293] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010294] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010295] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010296] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010297] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010298] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010299] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010300] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010301] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010302] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010303] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010304] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010305] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010306] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010307] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010308] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010309] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010310] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010311] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010312] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010313] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010314] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010315] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010316] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010317] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010318] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010319] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010320] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010321] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010322] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010323] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010324] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010325] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010326] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010327] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010328] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010329] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010330] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010331] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010332] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010333] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010334] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010335] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010336] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010337] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010338] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010339] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010340] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010341] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010342] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010343] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010344] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010345] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010346] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010347] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010348] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010349] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010350] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010351] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010352] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010353] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010354] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010355] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010356] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010357] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010358] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010359] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010360] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010361] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010362] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010363] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010364] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010365] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010366] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010367] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010368] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010369] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010370] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010371] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010372] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010373] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010374] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010375] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010376] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010377] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010378] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010379] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010380] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010381] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010382] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010383] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010384] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010385] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010386] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010387] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010388] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010389] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010390] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010391] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010392] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010393] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010394] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010395] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010396] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010397] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010398] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010399] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010400] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010401] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010402] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010403] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010404] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010405] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010406] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010407] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010408] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010409] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010410] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010411] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010412] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010413] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010414] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010415] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010416] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010417] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010418] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010419] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010420] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010421] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010422] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010423] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010424] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010425] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010426] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010427] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010428] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010429] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010430] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010431] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010432] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010433] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010434] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010435] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010436] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010437] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010438] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010439] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010440] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010441] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010442] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010443] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010444] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010445] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010446] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010447] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010448] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010449] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010450] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010451] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010452] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010453] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010454] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010455] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010456] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010457] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010458] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010459] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010460] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010461] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010462] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010463] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010464] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010465] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010466] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010467] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010468] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010469] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010470] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010471] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010472] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010473] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010474] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010475] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010476] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010477] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010478] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010479] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010480] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010481] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010482] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010483] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010484] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010485] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010486] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010487] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010488] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010489] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010490] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010491] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010492] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010493] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010494] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010495] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010496] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010497] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010498] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010499] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010500] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010501] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010502] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010503] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010504] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010505] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010506] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010507] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010508] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010509] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010510] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010511] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010512] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010513] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010514] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010515] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010516] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010517] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010518] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010519] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010520] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010521] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010522] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010523] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010524] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010525] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010526] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010527] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010528] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010529] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010530] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010531] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010532] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010533] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010534] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010535] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010536] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010537] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010538] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010539] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010540] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010541] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010542] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010543] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010544] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010545] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010546] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010547] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010548] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010549] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010550] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010551] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010552] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010553] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010554] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010555] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010556] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010557] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010558] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010559] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010560] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010561] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010562] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010563] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010564] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010565] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010566] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010567] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010568] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010569] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010570] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010571] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010572] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010573] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010574] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010575] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010576] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010577] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010578] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010579] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010580] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010581] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010582] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010583] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010584] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010585] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010586] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010587] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010588] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010589] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010590] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010591] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010592] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010593] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010594] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010595] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010596] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010597] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010598] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010599] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010600] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010601] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010602] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010603] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010604] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010605] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010606] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010607] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010608] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010609] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010610] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010611] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010612] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010613] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010614] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010615] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010616] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010617] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010618] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010619] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010620] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010621] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010622] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010623] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010624] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010625] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010626] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010627] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010628] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010629] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010630] Cached WAV found, skipping save
[2025-07-11 10:26:38] INFO: [utt_010631] Cached WAV found, skipping save
